frame_id,bytes,schedule_lag_ms,read_ms,hash_ms,commit_ms,acquisition_ms
79,1942272,0.020026,0.736824,2.285417,5.749035,8.771276
80,1947408,0.105425,0.828596,2.380796,4.766016,7.975408
81,1955120,0.029654,0.784831,2.276750,5.189665,8.251246
82,1955792,0.021115,0.755445,2.428864,4.197607,7.381916
83,1950272,0.029651,0.750229,2.192169,4.218891,7.161289
84,1949536,0.114624,0.660310,2.316845,3.236200,6.213355
85,1960896,0.022644,0.779134,2.643216,4.500012,7.922362
86,1971648,0.130553,0.807776,2.462092,4.166346,7.436214
87,1977888,0.027327,1.136226,2.182874,2.389511,5.708611
88,1977216,0.027557,0.740067,2.396950,3.985735,7.122752
89,1969840,0.125669,0.797591,2.379525,3.734303,6.911419
90,1959328,0.026373,0.773202,2.390071,5.154546,8.317819
91,1961600,0.023242,0.746589,2.176386,4.999935,7.922910
92,1967408,0.026745,0.772293,2.160435,3.972808,6.905536
93,1974320,0.113187,0.798089,2.286399,4.417851,7.502339
94,1978448,0.047489,1.125322,2.239152,3.507702,6.872176
95,1985744,0.109215,0.806830,2.255345,3.532113,6.594288
96,1992048,0.020380,1.617471,2.251159,4.703992,8.572622
97,1995264,0.020197,1.546882,2.458427,6.462060,10.467369
98,1993232,0.021060,0.667359,2.254415,5.993170,8.914944
99,1994624,0.023279,1.575366,2.242311,5.671822,9.489499
